truncated,text,is_quote_status,id,favorite_count,source,retweeted,retweet_count,favorited,lang,created_at,clean_text
False,"Despite what you hear in the press, healthcare is coming along great. We are talking to many groups and it will end in a beautiful picture!",False,839883804315684864,36054,iphone,False,6936,False,en,Thu Mar 09 17:01:17 +0000 2017,despite hear press healthcare coming along great talking many groups end beautiful picture
False,RT @foxnation: .@realDonaldTrump's First Full Month in Office Sees Biggest Jobs Gain 'In Years': Report: https://t.co/rx4bgI1MWK,False,839826581354921984,0,iphone,False,6768,False,en,Thu Mar 09 13:13:54 +0000 2017,rt @foxnation @realdonaldtrump first full month office sees biggest jobs gain years report
False,"Great news. We are only just beginning. Together, we are going to #MAGA! https://t.co/BSp685Q9Qf https://t.co/K7yeBZsf6r",False,839625347524096000,71451,iphone,False,17721,False,en,Wed Mar 08 23:54:16 +0000 2017,great news beginning together going maga
False,Met with @RepCummings today at the @WhiteHouse. Great discussion!,False,839624377826230272,43463,iphone,False,6607,False,en,Wed Mar 08 23:50:25 +0000 2017,met @repcummings today @whitehouse great discussion
False,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,False,839448469374894080,75425,android,False,14614,False,en,Wed Mar 08 12:11:25 +0000 2017,linkedin workforce report january february strongest consecutive months hiring since august september
False,"On International Women's Day, join me in honoring the critical role of women here in America &amp; around the world.",False,839433951957696513,104823,iphone,False,20792,False,en,Wed Mar 08 11:13:44 +0000 2017,international women day join honoring critical role women america around world
False,I have tremendous respect for women and the many roles they serve that are vital to the fabric of our society and our economy.,False,839433678275153921,107725,iphone,False,21583,False,en,Wed Mar 08 11:12:39 +0000 2017,tremendous respect women many roles serve vital fabric society economy
False,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,False,839268048313929729,75477,iphone,False,14637,False,en,Wed Mar 08 00:14:30 +0000 2017,feel sure friend @randpaul come along new great health care program knows obamacare disaster
False,"Don't let the FAKE NEWS tell you that there is big infighting in the Trump Admin. We are getting along great, and getting major things done!",False,839116941956640768,115281,android,False,24975,False,en,Tue Mar 07 14:14:03 +0000 2017,let fake news tell big infighting trump admin getting along great getting major things done
False,I am working on a new system where there will be competition in the Drug Industry. Pricing for the American people will come way down!,False,839110000870109184,117107,android,False,22899,False,en,Tue Mar 07 13:46:28 +0000 2017,working new system competition drug industry pricing american people come way
False,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends",False,839108868584124417,77881,android,False,15880,False,en,Tue Mar 07 13:41:58 +0000 2017,worry getting rid state lines promote competition phase healthcare rollout @foxandfriends
False,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",False,839101660886614016,74576,android,False,16742,False,en,Tue Mar 07 13:13:20 +0000 2017,eight years russia ran president obama got stronger stronger picked crimea added missiles weak @foxandfriends
False,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,False,839086723552411648,77690,android,False,14740,False,en,Tue Mar 07 12:13:59 +0000 2017,wonderful new healthcare bill review negotiation obamacare complete total disaster imploding fast
False,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!",False,839084268991229952,88010,android,False,22013,False,en,Tue Mar 07 12:04:13 +0000 2017,vicious prisoners released obama administration gitmo returned battlefield another terrible decision
False,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing &amp; construction jobs in the USA!",False,838960097674002432,95918,iphone,False,18951,False,en,Tue Mar 07 03:50:49 +0000 2017,thank @exxonmobil billion investment creating manufacturing construction jobs usa
False,"Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.",False,838959869772328960,83714,iphone,False,15761,False,en,Tue Mar 07 03:49:54 +0000 2017,buy american hire american principles core agenda jobs jobs jobs thank @exxonmobil
False,"45,000 construction &amp; manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!",False,838862312685637640,114094,iphone,False,24352,False,en,Mon Mar 06 21:22:15 +0000 2017,construction manufacturing jobs u gulf coast region billion investment already winning america
False,"'President Trump Congratulates Exxon Mobil for Job-Creating Investment Program'
https://t.co/adBzWhtq8S",False,838861512999649286,68889,iphone,False,12673,False,en,Mon Mar 06 21:19:04 +0000 2017,president trump congratulates exxon mobil job creating investment program
False,Thank you for the great rallies all across the country. Tremendous support. Make America Great Again!,False,838441522546769923,172336,iphone,False,30850,False,en,Sun Mar 05 17:30:11 +0000 2017,thank great rallies across country tremendous support make america great
False,"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",False,838353481526312961,125707,android,False,36290,False,en,Sun Mar 05 11:40:20 +0000 2017,secretly said russian president tell vladimir election flexibility @foxandfriends
False,Is it true the DNC would not allow the FBI access to check server or other equipment after learning it was hacked? Can that be possible?,False,838351476401520640,95964,android,False,24406,False,en,Sun Mar 05 11:32:22 +0000 2017,true dnc would allow fbi access check server equipment learning hacked possible
False,"Arnold Schwarzenegger isn't voluntarily leaving the Apprentice, he was fired by his bad (pathetic) ratings, not by me. Sad end to great show",False,838016045222854656,107135,android,False,23328,False,en,Sat Mar 04 13:19:29 +0000 2017,arnold schwarzenegger voluntarily leaving apprentice fired bad pathetic ratings sad end great show
False,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,False,837996746236182529,162887,android,False,52967,False,en,Sat Mar 04 12:02:48 +0000 2017,low president obama gone tapp phones sacred election process nixon watergate bad sick guy
False,"I'd bet a good lawyer could make a great case out of the fact that President Obama was tapping my phones in October, just prior to Election!",False,837994257566863360,132013,android,False,37278,False,en,Sat Mar 04 11:52:54 +0000 2017,bet good lawyer could make great case fact president obama tapping phones october prior election
False,"Is it legal for a sitting President to be ""wire tapping"" a race for president prior to an election? Turned down by court earlier. A NEW LOW!",False,837993273679560704,123938,android,False,36552,False,en,Sat Mar 04 11:49:00 +0000 2017,legal sitting president wire tapping race president prior election turned court earlier new low
False,"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",False,837991759045079040,121396,android,False,37586,False,en,Sat Mar 04 11:42:59 +0000 2017,russian ambassador met jeff sessions visited obama white house times times last year alone
False,"Terrible! Just found out that Obama had my ""wires tapped"" in Trump Tower just before the victory. Nothing found. This is McCarthyism!",False,837989835818287106,143880,android,False,50641,False,en,Sat Mar 04 11:35:20 +0000 2017,terrible found obama wires tapped trump tower victory nothing found mccarthyism
False,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,False,837987684660412416,88320,android,False,24571,False,en,Sat Mar 04 11:26:47 +0000 2017,first meeting jeff sessions russian amb set obama administration education program ambs
False,MAKE AMERICA GREAT AGAIN! https://t.co/kuQiZDz4rA,False,837787963027144706,121879,iphone,False,34948,False,en,Fri Mar 03 22:13:10 +0000 2017,make america great
False,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN",False,837770149767827456,122363,iphone,False,39952,False,en,Fri Mar 03 21:02:23 +0000 2017,hereby demand second investigation schumer pelosi close ties russia lying
False,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando. https://t.co/OTJaHcvLzf,False,837766616603586560,83065,iphone,False,16449,False,en,Fri Mar 03 20:48:21 +0000 2017,must fix education system kids make america great wonderful day saint andrew orlando
False,We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA,False,837722869106880517,150700,iphone,False,54346,False,en,Fri Mar 03 17:54:30 +0000 2017,start immediate investigation @senschumer ties russia putin total hypocrite
False,"Weekly Address
Join me here: https://t.co/SEavQK5zy5 https://t.co/EnyXYeqgcp",False,837704599704375296,53996,iphone,False,10159,False,en,Fri Mar 03 16:41:55 +0000 2017,weekly address join
False,It is so pathetic that the Dems have still not approved my full Cabinet.,False,837638488656920576,137935,android,False,28093,False,en,Fri Mar 03 12:19:12 +0000 2017,pathetic dems still approved full cabinet
False,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends",False,837633820417482754,66847,android,False,13852,False,en,Fri Mar 03 12:00:39 +0000 2017,nick adams new book green card warrior must read merit based system way go canada australia @foxandfriends
False,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",False,837492425283219458,94043,android,False,18253,False,en,Fri Mar 03 02:38:48 +0000 2017,illegal leaks classified information total witch hunt
False,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story...",False,837491607171629057,110764,android,False,23427,False,en,Fri Mar 03 02:35:33 +0000 2017,win democrats overplaying hand lost election lost grip reality real story
False,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,False,837489578193846278,91124,android,False,17656,False,en,Fri Mar 03 02:27:29 +0000 2017,intentional whole narrative way saving face democrats losing election everyone thought supposed
False,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not....",False,837488402438176769,103260,android,False,19995,False,en,Fri Mar 03 02:22:49 +0000 2017,jeff sessions honest man say anything wrong could stated response accurately clearly
False,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!",False,837256338203881472,176949,android,False,37416,False,en,Thu Mar 02 11:00:41 +0000 2017,since november th election day stock market posted trillion gains consumer confidence year high jobs
False,THANK YOU!,False,836933725602656256,186375,android,False,27787,False,en,Wed Mar 01 13:38:44 +0000 2017,thank
False,"Join me live at 9:00 P.M. 
#JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU",False,836750538943377408,55209,iphone,False,7419,False,en,Wed Mar 01 01:30:49 +0000 2017,join live p jointaddress
False,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,False,836406328369242113,83756,android,False,11115,False,en,Tue Feb 28 02:43:03 +0000 2017,interviewed @foxandfriends enjoy
False,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:
https://t.co/Soebxtg2Zd",False,836332166728527872,71345,iphone,False,14778,False,en,Mon Feb 27 21:48:21 +0000 2017,gop viewed favorably dems trump era per nbc wsj poll via @hotlinejosh
False,"Big dinner with Governors tonight at White House. Much to be discussed, including healthcare.",False,835946001873657858,107403,android,False,15921,False,en,Sun Feb 26 20:13:52 +0000 2017,big dinner governors tonight white house much discussed including healthcare
False,"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",False,835916511944523777,114797,android,False,24907,False,en,Sun Feb 26 18:16:41 +0000 2017,russia talk fake news put dems played media order mask big election defeat illegal leaks
False,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!,False,835817351178301440,111031,android,False,22083,False,en,Sun Feb 26 11:42:39 +0000 2017,first time failing @nytimes take ad bad one help save failing reputation try reporting accurately fairly
False,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",False,835814988686233601,88493,android,False,19351,False,en,Sun Feb 26 11:33:16 +0000 2017,race dnc chairman course totally rigged bernie guy like bernie never chance clinton demanded perez
False,"Congratulations to Thomas Perez, who has just been named Chairman of the DNC. I could not be happier for him, or for the Republican Party!",False,835610917568200705,132737,android,False,29289,False,en,Sat Feb 25 22:02:22 +0000 2017,congratulations thomas perez named chairman dnc could happier republican party
False,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,False,835608648625836032,125907,android,False,24251,False,en,Sat Feb 25 21:53:21 +0000 2017,attending white house correspondents association dinner year please wish everyone well great evening
False,Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC,False,835553050530099200,46264,iphone,False,10152,False,en,Sat Feb 25 18:12:25 +0000 2017,weekly address @whitehouse
False,"Great optimism for future of U.S. business, AND JOBS, with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!",False,835481237879926784,105403,android,False,20011,False,en,Sat Feb 25 13:27:04 +0000 2017,great optimism future u business jobs dow th straight record close big tax regulation cuts coming
False,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,False,835479283699224576,203264,android,False,62144,False,en,Sat Feb 25 13:19:18 +0000 2017,media reported national debt first month went billion vs billion increase obama first mo
False,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,False,835465719970217984,160826,android,False,35007,False,en,Sat Feb 25 12:25:24 +0000 2017,maybe millions people voted make america great rally would biggest
False,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,False,835325771858251776,110445,android,False,26664,False,en,Sat Feb 25 03:09:18 +0000 2017,fake news media knowingly tell truth great danger country failing @nytimes become joke likewise @cnn sad
False,"Trump vows to fight 'epidemic' of human trafficking 
https://t.co/oDLZ2NdrtA",False,835173525522624512,92058,iphone,False,20398,False,en,Fri Feb 24 17:04:19 +0000 2017,trump vows fight epidemic human trafficking
False,Going to CPAC!,False,835124485632180224,72780,android,False,9049,False,en,Fri Feb 24 13:49:27 +0000 2017,going cpac
False,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,False,835106143462703104,101979,android,False,21915,False,en,Fri Feb 24 12:36:34 +0000 2017,find leakers within fbi classified information given media could devastating effect u find
False,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",False,835104946034991106,81366,android,False,17818,False,en,Fri Feb 24 12:31:49 +0000 2017,fbi totally unable stop national security leakers permeated government long time even
False,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,False,834917440450609152,58913,android,False,8360,False,en,Fri Feb 24 00:06:44 +0000 2017,big interview tonight henry kravis business council washington looking forward
False,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,False,834916167177371648,109947,android,False,23534,False,en,Fri Feb 24 00:01:40 +0000 2017,seven people shot killed yesterday chicago going totally control chicago needs help
False,'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU,False,834899071982841856,56935,iphone,False,10689,False,en,Thu Feb 23 22:53:45 +0000 2017,p edges higher trump renews jobs pledge
False,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,False,834384982495940613,118264,android,False,16428,False,en,Wed Feb 22 12:50:56 +0000 2017,much enjoyed tour smithsonian national museum african american history culture great job done amazing people
False,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",False,834377364947816448,80465,android,False,12306,False,en,Wed Feb 22 12:20:40 +0000 2017,one thing say rep keith ellison fight lead dnc one predicted early would win
False,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!",False,834181712783560705,120152,android,False,26435,False,en,Tue Feb 21 23:23:13 +0000 2017,called angry crowds home districts republicans actually numerous cases planned liberal activists sad
False,'Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u,False,834142323881684993,108609,iphone,False,23955,False,en,Tue Feb 21 20:46:42 +0000 2017,americans overwhelmingly oppose sanctuary cities
False,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv",False,833838311315763200,95384,iphone,False,16215,False,en,Tue Feb 21 00:38:40 +0000 2017,congratulations new national security advisor general h r mcmaster video
False,Just named General H.R. McMaster National Security Advisor.,False,833783438922629125,107943,android,False,16008,False,en,Mon Feb 20 21:00:37 +0000 2017,named general h r mcmaster national security advisor
False,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,False,833686030679207936,246204,android,False,49757,False,en,Mon Feb 20 14:33:33 +0000 2017,happy presidents day make america great
False,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,False,833681539997253636,143597,android,False,35526,False,en,Mon Feb 20 14:15:42 +0000 2017,give public break fake news media trying say large scale immigration sweden working beautifully
False,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,False,833435244451753984,114192,android,False,26653,False,en,Sun Feb 19 21:57:01 +0000 2017,statement happening sweden reference story broadcast @foxnews concerning immigrants sweden
False,"Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne, Florida. A lot to talk about!",False,832950628750127106,100880,android,False,15501,False,en,Sat Feb 18 13:51:20 +0000 2017,many meetings weekend southern white house big p speech melbourne florida lot talk
False,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,False,832945737625387008,189101,android,False,39660,False,en,Sat Feb 18 13:31:53 +0000 2017,believe main stream fake news media white house running well inherited mess process fixing
False,Looking forward to the Florida rally tomorrow. Big crowd expected!,False,832742165436579840,100660,android,False,14385,False,en,Sat Feb 18 00:02:58 +0000 2017,looking forward florida rally tomorrow big crowd expected
False,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",False,832730328108134402,122237,android,False,22082,False,en,Fri Feb 17 23:15:56 +0000 2017,one effective press conferences ever seen says rush limbaugh many agree yet fake media calls differently dishonest
False,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!",False,832708293516632065,162739,android,False,51237,False,en,Fri Feb 17 21:48:22 +0000 2017,fake news media failing @nytimes @nbcnews @abc @cbs @cnn enemy enemy american people
False,"Join me at 11:00am:
Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM",False,832614137586933760,57431,iphone,False,10065,False,en,Fri Feb 17 15:34:14 +0000 2017,join watch
False,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others.",False,832579442790772736,70764,iphone,False,11145,False,en,Fri Feb 17 13:16:22 +0000 2017,general keith kellogg known long time much play nsa three others
False,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,False,832555987299082242,153229,android,False,26793,False,en,Fri Feb 17 11:43:10 +0000 2017,thank nice statements press conference yesterday rush limbaugh said one greatest ever fake media happy
False,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it.",False,832554772318322688,100584,android,False,14538,False,en,Fri Feb 17 11:38:20 +0000 2017,going charleston south carolina order spend time boeing talk jobs look forward
False,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!",False,832533430168608768,104473,android,False,17443,False,en,Fri Feb 17 10:13:32 +0000 2017,despite long delays democrats finally approving dr tom price repeal replacement obamacare moving fast
False,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,False,832375230274400256,95138,iphone,False,18984,False,en,Thu Feb 16 23:44:54 +0000 2017,trump signs bill undoing obama coal mining rule
False,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",False,832238070460186625,123246,android,False,27306,False,en,Thu Feb 16 14:39:52 +0000 2017,democrats come story lost election badly made story russia fake news
False,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!",False,832230758299340800,100977,android,False,20172,False,en,Thu Feb 16 14:10:49 +0000 2017,fake news media makes stories sources far effective discredited democrats fading fast
False,The spotlight has finally been put on the low-life leakers! They will be caught!,False,832198588201594880,128273,android,False,25607,False,en,Thu Feb 16 12:02:59 +0000 2017,spotlight finally put low life leakers caught
False,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!",False,832197515248275456,91180,android,False,17351,False,en,Thu Feb 16 11:58:43 +0000 2017,leaking even illegal classified leaking big problem washington years failing @nytimes others must apologize
False,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,False,832191485701451777,129713,android,False,24037,False,en,Thu Feb 16 11:34:46 +0000 2017,stock market hits new high longest winning streak decades great level confidence optimism even tax plan rollout
False,"Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace 
https://t.co/dmHL7xIEQv",False,831979921555742732,59624,iphone,False,14783,False,en,Wed Feb 15 21:34:05 +0000 2017,aetna ceo obamacare death spiral repealandreplace
False,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,False,831904516316479489,67012,iphone,False,10831,False,en,Wed Feb 15 16:34:27 +0000 2017,great listening session ceo retail industry leaders association morning
False,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",False,831853862281699331,128646,android,False,29090,False,en,Wed Feb 15 13:13:10 +0000 2017,real scandal classified information illegally given intelligence like candy un american
False,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,False,831846101179314177,102413,android,False,25752,False,en,Wed Feb 15 12:42:20 +0000 2017,crimea taken russia obama administration obama soft russia
False,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",False,831842652085686273,78970,android,False,16606,False,en,Wed Feb 15 12:28:37 +0000 2017,thank eli lake bloomberg view nsa fbi interfere politics serious situation usa
False,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,False,831840306161123328,81704,android,False,21449,False,en,Wed Feb 15 12:19:18 +0000 2017,information illegally given failing @nytimes @washingtonpost intelligence community nsa fbi like russia
False,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,False,831837514226921472,119883,android,False,27945,False,en,Wed Feb 15 12:08:12 +0000 2017,russian connection non sense merely attempt cover many mistakes made hillary clinton losing campaign
False,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,False,831830548565852160,106194,android,False,26272,False,en,Wed Feb 15 11:40:32 +0000 2017,fake news media going crazy conspiracy theories blind hatred @msnbc @cnn unwatchable @foxandfriends great
False,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans. 
https://t.co/glWEQ0lNR4",False,831636777110757377,89275,iphone,False,18157,False,en,Tue Feb 14 22:50:33 +0000 2017,obamacare continues fail humana pull repeal replace save healthcare americans
False,"'Remarks by President Trump at Signing of H.J. Resolution 41'
https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br",False,831621079747723264,46687,iphone,False,8604,False,en,Tue Feb 14 21:48:10 +0000 2017,remarks president trump signing h j resolution
False,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,False,831510532318429184,113204,android,False,26985,False,en,Tue Feb 14 14:28:54 +0000 2017,real story many illegal leaks coming washington leaks happening deal n korea etc
False,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,False,831336432073658368,64843,iphone,False,11079,False,en,Tue Feb 14 02:57:05 +0000 2017,congratulations treasury secretary steven mnuchin icymi watch
False,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,False,831185943482793986,85990,iphone,False,13696,False,en,Mon Feb 13 16:59:06 +0000 2017,welcome @whitehouse prime minister @justintrudeau
False,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,False,831169341358014475,75346,iphone,False,11934,False,en,Mon Feb 13 15:53:08 +0000 2017,today meet canadian pm trudeau group leading business women discuss women workforce
False,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,False,830904083519242241,143819,android,False,25931,False,en,Sun Feb 12 22:19:05 +0000 2017,leaving florida big crowds enthusiastic supporters lining road fake news media refuses mention dishonest
False,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,False,830804130692268032,104622,iphone,False,16239,False,en,Sun Feb 12 15:41:55 +0000 2017,congratulations stephen miller representing morning various sunday morning shows great job
False,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,False,830769247185952772,83733,android,False,15565,False,en,Sun Feb 12 13:23:18 +0000 2017,know mark cuban well backed big time interested taking calls smart enough run president
False,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",False,830764596235485188,84212,android,False,13420,False,en,Sun Feb 12 13:04:49 +0000 2017,two days productive talks prime minister abe heading back japan l
False,"While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!",False,830751875578355713,115131,android,False,25529,False,en,Sun Feb 12 12:14:16 +0000 2017,fake news @cnn bernie sanders cut using term fake news describe network said technical difficulties
False,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",False,830747067379232769,81949,android,False,22902,False,en,Sun Feb 12 11:55:10 +0000 2017,refugees admitted u court breakdown countries syria iraq somalia iran sudan libya yemen
False,"The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members, drug dealers &amp; others are being removed!",False,830741932099960834,150997,android,False,29963,False,en,Sun Feb 12 11:34:45 +0000 2017,crackdown illegal criminals merely keeping campaign promise gang members drug dealers others removed
False,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,False,830643095150657536,63322,iphone,False,14990,False,en,Sun Feb 12 05:02:01 +0000 2017,icymi joint statement prime minister shinzo abe north korea
False,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,False,830618234726543360,0,iphone,False,4870,False,en,Sun Feb 12 03:23:13 +0000 2017,rt @scavino live joint statement president trump prime minister shinzo abe
False,"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",False,830558065715998726,99136,android,False,14117,False,en,Sat Feb 11 23:24:08 +0000 2017,working dinner tonight prime minister abe japan representatives winter white house mar lago good talks
False,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",False,830555911559249926,85511,iphone,False,13556,False,en,Sat Feb 11 23:15:34 +0000 2017,played golf today prime minister abe japan @thebig easy ernie els great time japan well represented
False,"I am so proud of my daughter Ivanka. To be abused and treated so badly by the media, and to still hold her head so high, is truly wonderful!",False,830552079240409089,210506,android,False,28908,False,en,Sat Feb 11 23:00:21 +0000 2017,proud daughter ivanka abused treated badly media still hold head high truly wonderful
False,"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",False,830409522397184000,122112,android,False,17252,False,en,Sat Feb 11 13:33:53 +0000 2017,melania hosting japanese prime minister shinzo abe mrs abe mar lago palm beach fla wonderful couple
False,"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",False,830407172747988992,85165,android,False,13146,False,en,Sat Feb 11 13:24:32 +0000 2017,design negotiations yet like f fighterjet air force one program price come way
False,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",False,830405706255912960,78365,android,False,14263,False,en,Sat Feb 11 13:18:43 +0000 2017,reading great border wall cost government originally thought gotten involved
False,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",False,830389130311921667,102770,android,False,23348,False,en,Sat Feb 11 12:12:51 +0000 2017,legal system broken refugees allowed u since travel reprieve hail seven suspect countries wt dangerous
