truncated,text,is_quote_status,id,favorite_count,source,retweeted,retweet_count,favorited,lang,created_at,clean_text
False,"Join me in Greensboro, North Carolina tomorrow at 2:00pm! #TrumpRally
https://t.co/vpLryxCyoq https://t.co/dRra2AqayJ",False,786710113163812864,20428,iphone,False,7809,False,en,Thu Oct 13 23:28:02 +0000 2016,join greensboro north carolina tomorrow pm trumprally
False,Dem Gov. of MN. just announced that the Affordable Care Act (Obamacare) is no longer affordable. I've been saying this for years- disaster!,False,786700864752914433,43552,iphone,False,16575,False,en,Thu Oct 13 22:51:17 +0000 2016,dem gov mn announced affordable care act obamacare longer affordable saying years disaster
False,"Great event in Columbus- taking off for Cincinnati now. Great new Ohio poll out- thank you!
OHIO NBC/WSJ/MARIST POLL
Trump 42% 
Clinton 41%",False,786691718062235649,31301,iphone,False,10543,False,en,Thu Oct 13 22:14:56 +0000 2016,great event columbus taking cincinnati great new ohio poll thank ohio nbc wsj marist poll trump clinton
False,Just left a great rally in Florida - now heading to Ohio for two more. Will be there soon.,False,786658827429154816,31931,iphone,False,8838,False,en,Thu Oct 13 20:04:14 +0000 2016,left great rally florida heading ohio two soon
False,"I am making a major speech in West Palm Beach, Florida at noon. Tune in!",False,786589454991499264,31310,iphone,False,9654,False,en,Thu Oct 13 15:28:34 +0000 2016,making major speech west palm beach florida noon tune
False,Thank you! #MAGA #AmericaFirst https://t.co/fG313wjlKm,False,786589172911964161,32389,iphone,False,14071,False,en,Thu Oct 13 15:27:27 +0000 2016,thank maga americafirst
False,The phony story in the failing @nytimes is a TOTAL FABRICATION. Written by same people as last discredited story on women. WATCH!,False,786560925113266176,36458,web,False,14786,False,en,Thu Oct 13 13:35:12 +0000 2016,phony story failing @nytimes total fabrication written people last discredited story women watch
False,"Why didn't the writer of the twelve year old article in People Magazine mention the ""incident"" in her story. Because it did not happen!",False,786554517680693248,42193,android,False,15706,False,en,Thu Oct 13 13:09:45 +0000 2016,writer twelve year old article people magazine mention incident story happen
False,The people of Cuba have struggled too long. Will reverse Obama's Executive Orders and concessions towards Cuba until freedoms are restored.,False,786285509668696065,40065,iphone,False,14810,False,en,Wed Oct 12 19:20:48 +0000 2016,people cuba struggled long reverse obama executive orders concessions towards cuba freedoms restored
False,"PAY TO PLAY POLITICS. 
#CrookedHillary https://t.co/wjsl8ITVvk",False,786204978629185536,43258,iphone,False,25364,False,en,Wed Oct 12 14:00:48 +0000 2016,pay play politics crookedhillary
False,Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system!,False,786201435486781440,52652,iphone,False,21350,False,en,Wed Oct 12 13:46:43 +0000 2016,little pick dishonest media incredible information provided wikileaks dishonest rigged system
False,Crooked Hillary Clinton likes to talk about the things she will do but she has been there for 30 years - why didn't she do them?,False,786189446274248704,50972,android,False,18629,False,en,Wed Oct 12 12:59:05 +0000 2016,crooked hillary clinton likes talk things years
False,"Join me Thursday in Florida &amp; Ohio!
West Palm Beach, FL at noon:
https://t.co/jwbZnQhxg9
Cincinnati, OH this 7:30pm:
https://t.co/5w2UhalPIx",False,786007502639038464,19754,iphone,False,7841,False,en,Wed Oct 12 00:56:06 +0000 2016,join thursday florida ohio west palm beach fl noon cincinnati oh pm
False,"Wow, @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!",False,785979396620324865,60442,android,False,29241,False,en,Tue Oct 11 23:04:25 +0000 2016,wow @cnn town hall questions given crooked hillary clinton advance big debates bernie sanders hillary cnn fraud
False,DON'T LET HER FOOL US AGAIN. https://t.co/3QSoADFh7S,False,785913754194104320,51711,iphone,False,28909,False,en,Tue Oct 11 18:43:35 +0000 2016,let fool us
False,"Crooked's State Dept gave special attention to ""Friends of Bill"" after the Haiti Earthquake. Unbelievable! https://t.co/opP2l8ln0J",False,785910334427058177,22157,iphone,False,13272,False,en,Tue Oct 11 18:29:59 +0000 2016,crooked state dept gave special attention friends bill haiti earthquake unbelievable
False,I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.,False,785898532645502980,56706,iphone,False,23684,False,en,Tue Oct 11 17:43:06 +0000 2016,hope people looking disgraceful behavior hillary clinton exposed wikileaks unfit run
False,"In Texas now, leaving soon for BIG rally in Florida!",False,785890855760465920,28849,android,False,8250,False,en,Tue Oct 11 17:12:35 +0000 2016,texas leaving soon big rally florida
False,"The very foul mouthed Sen. John McCain begged for my support during his  primary (I gave, he won), then dropped me over locker room remarks!",False,785885793340448769,48476,android,False,21632,False,en,Tue Oct 11 16:52:28 +0000 2016,foul mouthed sen john mccain begged support primary gave dropped locker room remarks
False,Wow. Unbelievable. https://t.co/RcBPCcmwnD,True,785863826361184257,31697,iphone,False,19388,False,en,Tue Oct 11 15:25:11 +0000 2016,wow unbelievable
False,With the exception of cheating Bernie out of the nom the Dems have always proven to be far more loyal to each other than the Republicans!,False,785846205750337537,41930,web,False,15154,False,en,Tue Oct 11 14:15:10 +0000 2016,exception cheating bernie nom dems always proven far loyal republicans
False,It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.,False,785842546878578688,64702,iphone,False,24162,False,en,Tue Oct 11 14:00:38 +0000 2016,nice shackles taken fight america way want
False,"Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty.",False,785828772423561216,42472,android,False,16792,False,en,Tue Oct 11 13:05:53 +0000 2016,weak ineffective leader paul ryan bad conference call members went wild disloyalty
False,"Despite winning the second debate in a landslide (every poll), it is hard to do well when Paul Ryan and others give zero support!",False,785816454042124288,58601,iphone,False,18265,False,en,Tue Oct 11 12:16:57 +0000 2016,despite winning second debate landslide every poll hard well paul ryan others give zero support
False,Is this really America? Terrible! https://t.co/WiwC61PIFu,False,785608815962099712,39615,iphone,False,20238,False,en,Mon Oct 10 22:31:52 +0000 2016,really america terrible
False,"Wow, @CNN got caught fixing their ""focus group"" in order to make Crooked Hillary look better. Really pathetic and totally dishonest!",False,785563318652178432,69729,android,False,28825,False,en,Mon Oct 10 19:31:04 +0000 2016,wow @cnn got caught fixing focus group order make crooked hillary look better really pathetic totally dishonest
False,"Debate polls look great - thank you!
#MAGA #AmericaFirst https://t.co/4peQ3Sswdz",False,785561269571026946,36051,iphone,False,15962,False,en,Mon Oct 10 19:22:56 +0000 2016,debate polls look great thank maga americafirst
False,CNN is the worst - fortunately they have bad ratings because everyone knows they are biased. https://t.co/oFRfNY2rUY,True,785559022082658305,34295,iphone,False,14448,False,en,Mon Oct 10 19:14:00 +0000 2016,cnn worst fortunately bad ratings everyone knows biased
False,"Paul Ryan should spend more time on balancing the budget, jobs and illegal immigration and not waste his time on fighting Republican nominee",False,785530928256933888,81124,android,False,30190,False,en,Mon Oct 10 17:22:22 +0000 2016,paul ryan spend time balancing budget jobs illegal immigration waste time fighting republican nominee
False,Thank you for all of the great comments on the debate last night. Very exciting!,False,785527400528568320,50637,android,False,11948,False,en,Mon Oct 10 17:08:21 +0000 2016,thank great comments debate last night exciting
False,"Thank you St. Louis, Missouri!
#MakeAmericaGreatAgain  
https://t.co/2llBltf0mE https://t.co/wBmVxf1a9D",False,785323809062653952,55766,iphone,False,16227,False,en,Mon Oct 10 03:39:21 +0000 2016,thank st louis missouri makeamericagreatagain
False,RT @mike_pence: Congrats to my running mate @realDonaldTrump on a big debate win! Proud to stand with you as we #MAGA.,False,785314249044140036,0,iphone,False,41484,False,en,Mon Oct 10 03:01:22 +0000 2016,rt @mike pence congrats running mate @realdonaldtrump big debate win proud stand maga
False,RT @TeamTrump: RT if you agree @realDonaldTrump WON the #Debate- BIG LEAGUE! #MAGA https://t.co/EmwDZ32uAZ,False,785312752793452549,0,web,False,31496,False,en,Mon Oct 10 02:55:25 +0000 2016,rt @teamtrump rt agree @realdonaldtrump debate big league maga
False,RT @DonaldJTrumpJr: Someone please fact check her coal comments. Give me a break. #debates,False,785309545971286016,0,iphone,False,11156,False,en,Mon Oct 10 02:42:40 +0000 2016,rt @donaldjtrumpjr someone please fact check coal comments give break debates
False,"Hypocrite: @HillaryClinton is the single biggest beneficiary of Citizens United in history, by far. #debate #bigleaguetruth",False,785306429250998272,29989,web,False,12237,False,en,Mon Oct 10 02:30:17 +0000 2016,hypocrite @hillaryclinton single biggest beneficiary citizens united history far debate bigleaguetruth
False,"RT @DonaldJTrumpJr: Ironic since Hillary has gotten a lot more of that ""dark unaccountable money"" into her campaign. #debates",False,785306363681529858,0,iphone,False,8080,False,en,Mon Oct 10 02:30:02 +0000 2016,rt @donaldjtrumpjr ironic since hillary gotten lot dark unaccountable money campaign debates
False,Our country has the slowest growth since 1929. #BigLeagueTruth #debate,False,785305058757971968,24837,web,False,9542,False,en,Mon Oct 10 02:24:50 +0000 2016,country slowest growth since bigleaguetruth debate
False,"RT @DanScavino: WE LOVE OUR DEPLORABLES!!!
#TrumpTrain #Debates2016 https://t.co/2Nt9ID3tV7",False,785304970463735808,0,iphone,False,7556,False,en,Mon Oct 10 02:24:29 +0000 2016,rt @danscavino love deplorables trumptrain debates
False,This country cannot take four more years of Barack Obama! #Debate,False,785304300364922880,40166,web,False,14749,False,en,Mon Oct 10 02:21:50 +0000 2016,country cannot take four years barack obama debate
False,"We agree @POTUS-

""SHE'LL (Hillary Clinton) SAY ANYTHING &amp; CHANGE NOTHING. IT'S TIME TO TURN THE PAGE"" -President Obama",False,785303987700527104,35012,web,False,14337,False,en,Mon Oct 10 02:20:35 +0000 2016,agree @potus hillary clinton say anything change nothing time turn page president obama
False,"In my administration, EVERY American will be treated equally, protected equally, and honored equally #Debate #BigLeagueTruth",False,785302681560748033,28541,web,False,11181,False,en,Mon Oct 10 02:15:24 +0000 2016,administration every american treated equally protected equally honored equally debate bigleaguetruth
False,RT @TeamTrump: .@HillaryClinton had her chance and she BLEW IT. #BigLeagueTruth #Debates https://t.co/d2MI0DCg5Y,False,785302062083047424,0,web,False,5824,False,en,Mon Oct 10 02:12:56 +0000 2016,rt @teamtrump @hillaryclinton chance blew bigleaguetruth debates
False,"RT @TeamTrump: ""We are going to be THRIVING again."" - @realDonaldTrump #BigLeagueTruth #Debates2016 https://t.co/CaFOF7jS7k",False,785301987231461378,0,web,False,5759,False,en,Mon Oct 10 02:12:38 +0000 2016,rt @teamtrump going thriving @realdonaldtrump bigleaguetruth debates
False,We cannot let this evil continue! #Debates2016 https://t.co/f6BxYyRJID,False,785301685157695492,17377,web,False,7353,False,en,Mon Oct 10 02:11:26 +0000 2016,cannot let evil continue debates
False,"The world is most peaceful, and most prosperous when America is strongest. https://t.co/Y2Dx7xyBBs",False,785300814051041281,20672,web,False,7825,False,en,Mon Oct 10 02:07:58 +0000 2016,world peaceful prosperous america strongest
False,"Here are Hillary Clinton's ""accomplishments"" at the State Department.
#Debates2016 #RattledHillary https://t.co/iouuqXYAdq",False,785300490716348416,22211,web,False,11386,False,en,Mon Oct 10 02:06:41 +0000 2016,hillary clinton accomplishments state department debates rattledhillary
False,"We're going to cut taxes BIG LEAGUE for the middle class. She's raising your taxes and I'm lowering your taxes!
https://t.co/ZwIkqNH2FX",False,785298212513021953,16504,iphone,False,5974,False,en,Mon Oct 10 01:57:38 +0000 2016,going cut taxes big league middle class raising taxes lowering taxes
False,"""YOU NEED BOTH A PUBLIC AND A PRIVATE POSITION""
@HillaryClinton #Debates2016 https://t.co/oI2qi2HAdO",False,785296681847906306,13592,web,False,6911,False,en,Mon Oct 10 01:51:33 +0000 2016,need public private position @hillaryclinton debates
False,.@HillaryClinton - ITS CALLED EXTREME VETTING! #Debates2016 https://t.co/ueq7cbOg9Y,False,785295867863568384,14142,iphone,False,7110,False,en,Mon Oct 10 01:48:19 +0000 2016,@hillaryclinton called extreme vetting debates
False,".@HillaryClinton #ICYMI- ""WE ARE NOT IN A NARRATIVE FIGHT.""
@Mike_Pence #MAGA https://t.co/FUQzXlyPwY",False,785295100674998272,17889,web,False,7383,False,en,Mon Oct 10 01:45:16 +0000 2016,@hillaryclinton icymi narrative fight @mike pence maga
False,RT @TeamTrump: ONLY @realDonaldTrump will end what even @BillClinton called a CRAZY SYSTEM. #BigLeagueTruth #Debate https://t.co/cgoqZLDXDV,False,785294901906903040,0,web,False,5086,False,en,Mon Oct 10 01:44:29 +0000 2016,rt @teamtrump @realdonaldtrump end even @billclinton called crazy system bigleaguetruth debate
False,RT @realDonaldTrump: ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates,False,785293820258902016,0,web,False,15056,False,en,Mon Oct 10 01:40:11 +0000 2016,rt @realdonaldtrump attn @hillaryclinton five staffers need fbi immunity bigleaguetruth debates
False,".@HillaryClinton is NOT above the law!
#Debates2016 https://t.co/4arYZcGgYZ",False,785293229390454784,49053,web,False,27110,False,en,Mon Oct 10 01:37:50 +0000 2016,@hillaryclinton law debates
False,"We must repeal Obamacare and replace it with a much more competitive, comprehensive, affordable system. #debate #MAGA",False,785292623623905280,20608,web,False,6940,False,en,Mon Oct 10 01:35:26 +0000 2016,must repeal obamacare replace much competitive comprehensive affordable system debate maga
False,Obama and Clinton told the same lie to sell #ObamaCare. #Debates2016 https://t.co/vhOLtHrR66,False,785291804816052225,16426,web,False,8996,False,en,Mon Oct 10 01:32:10 +0000 2016,obama clinton told lie sell obamacare debates
False,ATTN: @HillaryClinton - Why did five of your staffers need FBI IMMUNITY?! #BigLeagueTruth #Debates,False,785291193194254336,35407,iphone,False,15056,False,en,Mon Oct 10 01:29:45 +0000 2016,attn @hillaryclinton five staffers need fbi immunity bigleaguetruth debates
False,Basically nothing Hillary has said about her secret server has been true. #CrookedHillary,False,785290904093491200,23164,web,False,8169,False,en,Mon Oct 10 01:28:36 +0000 2016,basically nothing hillary said secret server true crookedhillary
False,If I win-I am going to instruct my AG to get a special prosecutor to look into your situation bc there's never been anything like your lies.,False,785290517835841536,40467,iphone,False,15743,False,en,Mon Oct 10 01:27:04 +0000 2016,win going instruct ag get special prosecutor look situation bc never anything like lies
False,RT @TeamTrump: RT if you believe @HillaryClinton is the one who owes America an apology! #BigLeagueTruth #Debates https://t.co/KcmDedSUTw,False,785289956541554689,0,web,False,6919,False,en,Mon Oct 10 01:24:50 +0000 2016,rt @teamtrump rt believe @hillaryclinton one owes america apology bigleaguetruth debates
False,"Donald J. Trump's History Of Empowering Women #BigLeagueTruth
https://t.co/oY2YSPz7nB",False,785289945837629440,9205,iphone,False,3691,False,en,Mon Oct 10 01:24:47 +0000 2016,donald j trump history empowering women bigleaguetruth
False,"RT @TeamTrump: Quite simply, @HillaryClinton mistreats women. #BigLeagueTruth #Debate2016
https://t.co/zhgrulIctf https://t.co/wHtwtnCxxQ",False,785287884718895104,0,web,False,4620,False,en,Mon Oct 10 01:16:36 +0000 2016,rt @teamtrump quite simply @hillaryclinton mistreats women bigleaguetruth debate
False,RT @TeamTrump: .@realDonaldTrump is here to talk about the REAL issues #BigLeagueTruth #Debates2016 https://t.co/C5OF7HdJz6,False,785286690730631168,0,web,False,4645,False,en,Mon Oct 10 01:11:51 +0000 2016,rt @teamtrump @realdonaldtrump talk real issues bigleaguetruth debates
False,"RT @TeamTrump: .@HillaryClinton just claimed she has a ""positive, optimistic view"" for America. #Debates https://t.co/hOWJYZbD7v",False,785285910518640641,0,iphone,False,2927,False,en,Mon Oct 10 01:08:45 +0000 2016,rt @teamtrump @hillaryclinton claimed positive optimistic view america debates
False,"My team of deplorables will be taking over my Twitter account for tonight's #debate
#MakeAmericaGreatAgain",False,785274843042230280,41018,iphone,False,12557,False,en,Mon Oct 10 00:24:46 +0000 2016,team deplorables taking twitter account tonight debate makeamericagreatagain
False,Join me on #FacebookLive as I conclude my final #debate preparations. https://t.co/gAbNvI8Fd7,False,785260151099961345,13237,web,False,4513,False,en,Sun Oct 09 23:26:24 +0000 2016,join facebooklive conclude final debate preparations
False,"The Palestinian terror attack today reminds the world of the grievous perils facing Israeli citizens....continued:
https://t.co/d2Upx5FitC",False,785245066881216512,17107,iphone,False,7071,False,en,Sun Oct 09 22:26:27 +0000 2016,palestinian terror attack today reminds world grievous perils facing israeli citizens continued
False,"LA Times- USC Dornsife Sunday Poll: Donald Trump Retains 2 Point Lead Over Hillary:
https://t.co/n05rul4Ycw",False,785148463868735488,22417,iphone,False,9951,False,en,Sun Oct 09 16:02:35 +0000 2016,la times usc dornsife sunday poll donald trump retains point lead hillary
False,So many self-righteous hypocrites. Watch their poll numbers - and elections - go down!,False,785120729364922369,50468,android,False,18363,False,en,Sun Oct 09 14:12:23 +0000 2016,many self righteous hypocrites watch poll numbers elections go
False,"""@HenryLeledog: @realDonaldTrump This Black Democrat is on the ""TRUMP TRAIN""!!""",False,785118941974757376,23227,android,False,8166,False,en,Sun Oct 09 14:05:17 +0000 2016,@henryleledog @realdonaldtrump black democrat trump train
False,"""@maidaa17: @realDonaldTrump GOP traitors! Not supporting U is voting for her, destroying America.",False,785118735543767040,27733,android,False,10262,False,en,Sun Oct 09 14:04:28 +0000 2016,@maidaa @realdonaldtrump gop traitors supporting u voting destroying america
False,"""@CharleneOsbor17: @realDonaldTrump politicians don't count. It's the people. We are behind trump all the way to White House.""",False,785118470753095680,28180,android,False,10388,False,en,Sun Oct 09 14:03:24 +0000 2016,@charleneosbor @realdonaldtrump politicians count people behind trump way white house
False,"""@eericmyers: @realDonaldTrump  ""Republican leadership"" should have only one job: Help elect the nominee we voted for, Donald J. Trump.""",False,785118235452665856,30337,android,False,11188,False,en,Sun Oct 09 14:02:28 +0000 2016,@eericmyers @realdonaldtrump republican leadership one job help elect nominee voted donald j trump
False,"""@Jodygirl1010: @realDonaldTrump I am a woman who continues to support &amp; stand with #Trump! #dtmag https://t.co/nFmY3FJuEf"" Thank you.",False,785118003696373762,25872,android,False,10362,False,en,Sun Oct 09 14:01:33 +0000 2016,@jodygirl @realdonaldtrump woman continues support stand trump dtmag thank
False,"Tremendous support (except for some Republican ""leadership""). Thank you.",False,785102728334893056,57082,android,False,18234,False,en,Sun Oct 09 13:00:51 +0000 2016,tremendous support except republican leadership thank
False,Thank you to my great supporters in Wisconsin. I heard that the crowd and enthusiasm was unreal!,False,784916001783709696,52529,android,False,15425,False,en,Sun Oct 09 00:38:52 +0000 2016,thank great supporters wisconsin heard crowd enthusiasm unreal
False,"RT @atensnut: Hillary calls Trump's remarks ""horrific"" while she lives with and protects a ""Rapist"".  Her actions are horrific.",False,784886380237316098,0,iphone,False,36998,False,en,Sat Oct 08 22:41:10 +0000 2016,rt @atensnut hillary calls trump remarks horrific lives protects rapist actions horrific
False,RT @atensnut: How many times must it be said? Actions speak louder than words. DT said bad things!HRC threatened me after BC raped me.,False,784886214931390465,0,iphone,False,37026,False,en,Sat Oct 08 22:40:30 +0000 2016,rt @atensnut many times must said actions speak louder words dt said bad things hrc threatened bc raped
False,"The media and establishment want me out of the race so badly -  I WILL NEVER DROP OUT OF THE RACE, WILL NEVER LET MY SUPPORTERS DOWN! #MAGA",False,784840992734064641,105621,android,False,40753,False,en,Sat Oct 08 19:40:48 +0000 2016,media establishment want race badly never drop race never let supporters maga
False,Certainly has been an interesting 24 hours!,False,784767399442653184,62060,android,False,22129,False,en,Sat Oct 08 14:48:22 +0000 2016,certainly interesting hours
False,Here is my statement. https://t.co/WAZiGoQqMQ,False,784609194234306560,120157,iphone,False,51864,False,en,Sat Oct 08 04:19:43 +0000 2016,statement
False,"""@kevcirilli: Trump speaking in exact same tone he did in Waterville Valley on 12/1. The night I first realized he was gonna be GOP nominee""",False,784216198259085312,20398,iphone,False,6828,False,en,Fri Oct 07 02:18:06 +0000 2016,@kevcirilli trump speaking exact tone waterville valley night first realized gonna gop nominee
False,New National Rasmussen Poll: https://t.co/BnAveA5OuP,False,784164902780882944,29097,iphone,False,12881,False,de,Thu Oct 06 22:54:16 +0000 2016,new national rasmussen poll
False,Thank you Tennessee! #MAGA https://t.co/OoDFmerQ5B,False,784150639689490432,28235,iphone,False,10997,False,en,Thu Oct 06 21:57:35 +0000 2016,thank tennessee maga
False,VOTE #TrumpPence16 on 11/8/16! https://t.co/12zAk8VmgK,False,784149222870351872,19845,iphone,False,9062,False,fr,Thu Oct 06 21:51:58 +0000 2016,vote trumppence
False,'Donald Trump: A President for All Americans' https://t.co/3lU2vrUE3t,False,784133078969090049,23503,iphone,False,10930,False,en,Thu Oct 06 20:47:49 +0000 2016,donald trump president americans
False,"Volunteer to be a Trump Election Observer. Sign up today!
#MakeAmericaGreatAgain
https://t.co/ZzFHlsWnh4",False,784132532073881600,13817,iphone,False,7809,False,en,Thu Oct 06 20:45:38 +0000 2016,volunteer trump election observer sign today makeamericagreatagain
False,RT @IvankaTrump: Thank you Angie Phillips for inviting me to tour your plant Middletown Tube Works. #Ohio https://t.co/fUKiiEIBXT,False,784100832736382978,0,iphone,False,4413,False,en,Thu Oct 06 18:39:41 +0000 2016,rt @ivankatrump thank angie phillips inviting tour plant middletown tube works ohio
False,"Praying for everyone in Florida. Hoping the hurricane dissipates, but in any event, please be careful.",False,783885674575491073,53131,iphone,False,17317,False,en,Thu Oct 06 04:24:43 +0000 2016,praying everyone florida hoping hurricane dissipates event please careful
False,"Nation's Immigration And Customs Enforcement Officers (ICE) Make First-Ever Presidential Endorsement:
https://t.co/eO1UY5N9J1",False,783847514088824832,20735,iphone,False,9078,False,en,Thu Oct 06 01:53:05 +0000 2016,nation immigration customs enforcement officers ice make first ever presidential endorsement
False,"Such a great honor! 
https://t.co/vt4AmLdkeP",False,783842408949841921,20134,iphone,False,8842,False,en,Thu Oct 06 01:32:48 +0000 2016,great honor
False,"Reuters polling just out- thank you!
#MakeAmericaGreatAgain https://t.co/UMY6kOiSTu",False,783808918824681472,29353,iphone,False,13489,False,en,Wed Oct 05 23:19:43 +0000 2016,reuters polling thank makeamericagreatagain
False,"'Small business says Trump is their pick for president'
https://t.co/tzVN9QgPFS",False,783789606663778304,22647,iphone,False,9751,False,en,Wed Oct 05 22:02:58 +0000 2016,small business says trump pick president
False,Thank you @SenJohnMcCain for your kind remarks on the important issue of PTSD and the dishonest media. Great to be in Arizona yesterday!,False,783779512425119744,30213,iphone,False,10647,False,en,Wed Oct 05 21:22:52 +0000 2016,thank @senjohnmccain kind remarks important issue ptsd dishonest media great arizona yesterday
False,"Bill Clinton is right: Obamacare is 'crazy', 'doesn't work' and 'doesn't make sense'.  Thanks Bill for telling the truth.",False,783778741646270464,40856,iphone,False,16406,False,en,Wed Oct 05 21:19:48 +0000 2016,bill clinton right obamacare crazy work make sense thanks bill telling truth
False,Beautiful morning- thank you @ICLV! https://t.co/xzJhrLgjHP,False,783738595987169280,19335,iphone,False,7507,False,en,Wed Oct 05 18:40:17 +0000 2016,beautiful morning thank @iclv
False,The constant interruptions last night by Tim Kaine should not have been allowed. Mike Pence won big!,False,783660227530862592,48982,android,False,13275,False,en,Wed Oct 05 13:28:52 +0000 2016,constant interruptions last night tim kaine allowed mike pence big
False,Mike Pence won big. We should all be proud of Mike!,False,783495937708527616,120119,android,False,35746,False,en,Wed Oct 05 02:36:02 +0000 2016,mike pence big proud mike
False,RT @TeamTrump: RT if you agree - @HillaryClinton &amp; @timkaine are WRONG for America! #VPDebate #MAGA https://t.co/2MZfFzCo6c,False,783494760824614912,0,iphone,False,15254,False,en,Wed Oct 05 02:31:22 +0000 2016,rt @teamtrump rt agree @hillaryclinton @timkaine wrong america vpdebate maga
False,"""@AnyoneTennis: @timkaine Cannot believe how often the moderator interrupts #Pence vs the other guy...so obvious @FoxNews""  So true!",False,783494014276218884,32691,android,False,10169,False,en,Wed Oct 05 02:28:24 +0000 2016,@anyonetennis @timkaine cannot believe often moderator interrupts pence vs guy obvious @foxnews true
False,"""@Gsimmons03Ginny: @realDonaldTrump ..Kaine is awful, Trump and Pence are the ticket..no more lies, we are ready to see America Great Again!",False,783493739486416896,30869,android,False,9383,False,en,Wed Oct 05 02:27:18 +0000 2016,@gsimmons ginny @realdonaldtrump kaine awful trump pence ticket lies ready see america great
False,"""@FLifeforce: @_CFJ_ @vine That is a reason to NOT Vote for Hillary Clinton. Vote for Liberty! Vote for @realDonaldTrump""",False,783492660128419840,19025,android,False,6044,False,en,Wed Oct 05 02:23:01 +0000 2016,@flifeforce @ cfj @vine reason vote hillary clinton vote liberty vote @realdonaldtrump
False,"CLINTON IS WEAK ON NORTH KOREA:
https://t.co/8pRednmnFX #VPDebate",False,783491875885813761,18567,iphone,False,6337,False,en,Wed Oct 05 02:19:54 +0000 2016,clinton weak north korea vpdebate
False,"Sanctions Relief From Clinton-Obama Iran Nuclear Deal Likely Go to Terrorists:
https://t.co/lM80JriF9k #BigLeagueTruth #VPDebate",False,783490731964981248,15230,iphone,False,6227,False,en,Wed Oct 05 02:15:21 +0000 2016,sanctions relief clinton obama iran nuclear deal likely go terrorists bigleaguetruth vpdebate
False,".@timkaine is wrong for defense: 
https://t.co/QN9qqoq1kH 
#BigLeagueTruth #VPDebate",False,783490308818337796,15198,iphone,False,5311,False,en,Wed Oct 05 02:13:40 +0000 2016,@timkaine wrong defense bigleaguetruth vpdebate
False,ICYMI: PENCE: I RAN A STATE THAT WORKED; KAINE RAN A STATE THAT FAILED. https://t.co/XuWaueNkH0,False,783489985718517760,22848,iphone,False,8818,False,en,Wed Oct 05 02:12:23 +0000 2016,icymi pence ran state worked kaine ran state failed
False,.@timkaine is the ANTI-DEFENSE SENATOR. #VPDebate #BigLeagueTruth https://t.co/qWkvGFARA1,True,783489376651137025,15305,iphone,False,7066,False,en,Wed Oct 05 02:09:58 +0000 2016,@timkaine anti defense senator vpdebate bigleaguetruth
False,".@mike_pence and I will defeat #ISIS.
https://t.co/oCIIDwtptV #VPDebate",False,783485391084978176,21064,iphone,False,6090,False,en,Wed Oct 05 01:54:08 +0000 2016,@mike pence defeat isis vpdebate
False,"I agree Mike - thank you to all of our law enforcement officers! #VPDebate 

""Police officers are the best of us...""
@Mike_Pence",False,783484550861037568,36874,iphone,False,10993,False,en,Wed Oct 05 01:50:48 +0000 2016,agree mike thank law enforcement officers vpdebate police officers best us @mike pence
False,".@HillaryClinton Sneers At Millions Of Average Americans.
https://t.co/gEfURjRCfu 
#VPDebate #BigLeagueTruth",False,783483379966554114,17091,iphone,False,6257,False,en,Wed Oct 05 01:46:08 +0000 2016,@hillaryclinton sneers millions average americans vpdebate bigleaguetruth
False,"""@GeeVeeM: @realDonaldTrump @Susiesentinel Pence is so prepared! He did his homework to outperform Kaine.""",False,783481240108146688,27329,android,False,6679,False,en,Wed Oct 05 01:37:38 +0000 2016,@geeveem @realdonaldtrump @susiesentinel pence prepared homework outperform kaine
False,RT @seanspicer: .@timkaine wants to tough on crime - fails to talk about defending rapists and murders #VPDebate,False,783480864395055104,0,iphone,False,3596,False,en,Wed Oct 05 01:36:09 +0000 2016,rt @seanspicer @timkaine wants tough crime fails talk defending rapists murders vpdebate
False,"""@aldonturnaolco1: @FrankLuntz @marthamaccallum @realDonaldTrump good!!""",False,783480681229799424,8429,android,False,1790,False,en,Wed Oct 05 01:35:25 +0000 2016,@aldonturnaolco @frankluntz @marthamaccallum @realdonaldtrump good
False,"""@bcuzimdamomma: @FreeDavidKing No she only gets #Americans killed #Benghazi - we need @realDonaldTrump #MAGA""",False,783480600724328448,13295,android,False,3592,False,en,Wed Oct 05 01:35:06 +0000 2016,@bcuzimdamomma @freedavidking gets americans killed benghazi need @realdonaldtrump maga
False,"""@ifdanyt: @realDonaldTrump Loving @mike_pence he's so likeable and sensible. Kaine is just talking bull!",False,783480517089828866,19373,android,False,4777,False,en,Wed Oct 05 01:34:46 +0000 2016,@ifdanyt @realdonaldtrump loving @mike pence likeable sensible kaine talking bull
