date,clean_text,Unnamed: 2,compound_polarity
2015-03-20 00:00:00,@dulcifybp @seajay uk @realdonaldtrump @visitayrshire great credit donald trump thanks,,0.8625
2015-03-20 00:00:00,@miamiherald discusses @trumpcollection trumppets program @trumpdoral,,0.0
2015-03-20 00:00:00,@moniquehorsey really love admire @realdonaldtrump high level work ethic motivation inspiring entrepreneurs thanks,,0.943
2015-03-20 00:00:00,@rafflewinner @realdonaldtrump decide great president greatest president trump,,0.8519
2015-03-20 00:00:00,@samdoyle @realdonaldtrump thanks quotes today month away starting business helpful good luck,,0.891
2015-03-20 00:00:00,@zaneypeterson @realdonaldtrump vote,,0.0
2015-03-20 00:00:00,entrepreneurs learn succinct tell someone idea three minutes less clear concise,,0.3197
2015-03-20 00:00:00,entrepreneurs let actions show best see day opportunity show business highest level,,0.7906
2015-03-20 00:00:00,entrepreneurs set example magnet right people best way work people like,,0.7717
2015-03-20 00:00:00,success final failure fatal courage continue counts winston churchill,,0.0258
2015-03-20 00:00:00,trump national golf club los angeles fronts pacific ocean hole pete dye course beautiful,,0.5994
2015-03-23 00:00:00,@arsenalhobbo finished watching celebrity apprentice @realdonaldtrump @ivankatrump bbc great work guys good cause,,0.7906
2015-03-23 00:00:00,@belllabooo @foxandfriends @realdonaldtrump great job mr trump lots great ideas looking forward hearing god bless,,0.9201
2015-03-23 00:00:00,@cahlrstorrie think @realdonaldtrump reason watch fox friends honest man @foxandfriends,,0.7506
2015-03-23 00:00:00,@chingaling @realdonaldtrump praying productive day give god thanks gave ability succeed thank,,0.926
2015-03-23 00:00:00,@duranshingange @realdonaldtrump work hard everyday like u one day life great successful,,0.875
2015-03-23 00:00:00,@fatrotty wait @realdonaldtrump beat ted cruz debate trump,,0.0
2015-03-23 00:00:00,@foxandfriends minutes enjoy,,0.4939
2015-03-23 00:00:00,@greigaspinall @realdonaldtrump great show shame behind uk season finished well done @johnrich thanks,,0.7184
2015-03-23 00:00:00,@jefferyaarnold tedcruz president haha really @tedcruz run support @realdonaldtrump candidate,,0.7152
2015-03-23 00:00:00,@jjj treated nights trump tower chicago say wow know look guests,,0.5859
2015-03-23 00:00:00,@joanslavin @greigaspinall @johnrich simply brilliant would never miss trump family credit society charitable donations,,0.8606
2015-03-23 00:00:00,@johnfulthorpe america needs @realdonaldtrump one save us leftie liberal fascists votetrump,,0.34
2015-03-23 00:00:00,@judybaldasaro pleasure meet donald rep @al baldasaro vip recept amherst nh nhpolitics,,0.8807
2015-03-23 00:00:00,@kirstydace brilliant weekend turnberry polite friendly staff delicious food beautiful setting,,0.9393
2015-03-23 00:00:00,@megynkelly tonight talking everything,,0.0
2015-03-23 00:00:00,@neilwipperman @foxandfriends @realdonaldtrump @tedcruz go team trump,,0.0
