truncated,text,is_quote_status,id,favorite_count,source,retweeted,retweet_count,favorited,lang,created_at,clean_text,clean_text_with_stopwords
False,@Gatflies pls. https://t.co/N3Gqupon8J,False,751118210024427520,1,iphone,False,1,False,und,Thu Jul 07 18:18:31 +0000 2016,@gatflies pls,@gatflies pls
False,"@BobbyBigWheel it's ok my son, I lov u",False,751117923746361345,1,iphone,False,0,False,en,Thu Jul 07 18:17:22 +0000 2016,@bobbybigwheel ok son lov u,@bobbybigwheel it s ok my son i lov u
False,@eavci9 eat da banana for me pls my son https://t.co/BE9Wx2WbyQ,False,751117349214756864,2,iphone,False,2,False,en,Thu Jul 07 18:15:05 +0000 2016,@eavci eat da banana pls son,@eavci eat da banana for me pls my son
False,RT @NamelessRanger: You spelled Harambe wrong https://t.co/zlNGuOK1ui,False,751116732182335488,0,iphone,False,4,False,en,Thu Jul 07 18:12:38 +0000 2016,rt @namelessranger spelled harambe wrong,rt @namelessranger you spelled harambe wrong
False,@AhhTommyy @Pixzl avenge me my son. https://t.co/eUkoceHD82,False,751115225043087360,11,iphone,False,3,False,en,Thu Jul 07 18:06:39 +0000 2016,@ahhtommyy @pixzl avenge son,@ahhtommyy @pixzl avenge me my son
False,@uhMitaa i lov u 2 my child.,False,751114960822906881,2,iphone,False,9,False,en,Thu Jul 07 18:05:36 +0000 2016,@uhmitaa lov u child,@uhmitaa i lov u my child
False,@vasuyeet i laf wit u my son https://t.co/fUcEGz6JCf,False,751114200789889024,4,iphone,False,2,False,en,Thu Jul 07 18:02:35 +0000 2016,@vasuyeet laf wit u son,@vasuyeet i laf wit u my son
False,@Nikkkadoodle i 4give u my son https://t.co/gds0yeftk2,False,751112341115183104,1,iphone,False,2,False,en,Thu Jul 07 17:55:11 +0000 2016,@nikkkadoodle give u son,@nikkkadoodle i give u my son
False,@OTW_66 @CoreyTheCunt thnx u my son. I lov u,False,751110143958396929,4,iphone,False,1,False,en,Thu Jul 07 17:46:27 +0000 2016,@otw @coreythecunt thnx u son lov u,@otw @coreythecunt thnx u my son i lov u
False,"RT @CoreyTheCunt: @HarambesSpirit @OTW_66 This is so beautiful, i am tearing up",False,751110089839288320,0,iphone,False,1,False,en,Thu Jul 07 17:46:15 +0000 2016,rt @coreythecunt @harambesspirit @otw beautiful tearing,rt @coreythecunt @harambesspirit @otw this is so beautiful i am tearing up
False,RT @fattydaddyy: @HarambesSpirit @CoreyTheCunt anything for you xo,False,751109164760313856,0,iphone,False,1,False,en,Thu Jul 07 17:42:34 +0000 2016,rt @fattydaddyy @harambesspirit @coreythecunt anything xo,rt @fattydaddyy @harambesspirit @coreythecunt anything for you xo
False,@OTW_66 @CoreyTheCunt my spirit is wit u Oliver https://t.co/moPgyGQFbH,False,751109145193885696,8,iphone,False,5,False,en,Thu Jul 07 17:42:29 +0000 2016,@otw @coreythecunt spirit wit u oliver,@otw @coreythecunt my spirit is wit u oliver
False,RT @CoreyTheCunt: @HarambesSpirit I MISS YOU SO MUCH PLEASE COME BACK,False,751108600177713152,0,iphone,False,1,False,en,Thu Jul 07 17:40:19 +0000 2016,rt @coreythecunt @harambesspirit miss much please come back,rt @coreythecunt @harambesspirit i miss you so much please come back
False,@bushdid911_ i lov u my son. ur body will fit warmly next to myne,False,751108570574237696,1,iphone,False,1,False,en,Thu Jul 07 17:40:12 +0000 2016,@bushdid lov u son ur body fit warmly next myne,@bushdid i lov u my son ur body will fit warmly next to myne
False,@fattydaddyy @CoreyTheCunt i would be honored thnx,False,751108413032046592,2,iphone,False,1,False,en,Thu Jul 07 17:39:35 +0000 2016,@fattydaddyy @coreythecunt would honored thnx,@fattydaddyy @coreythecunt i would be honored thnx
False,@CoreyTheCunt i am here 4 u my child,False,751108337601622016,8,iphone,False,1,False,en,Thu Jul 07 17:39:17 +0000 2016,@coreythecunt u child,@coreythecunt i am here u my child
False,"""Ask not what Harambe can do for you; ask what you can do for Harambe."" https://t.co/PfLFrCgJ3S",False,751100953776918528,30,iphone,False,15,False,en,Thu Jul 07 17:09:56 +0000 2016,ask harambe ask harambe,ask not what harambe can do for you ask what you can do for harambe
False,RT @meenadog: thank u Harambe https://t.co/EBjRd4GxVd,True,751094089987174401,0,iphone,False,1,False,en,Thu Jul 07 16:42:40 +0000 2016,rt @meenadog thank u harambe,rt @meenadog thank u harambe
False,@meenadog u hav been noticed my child. https://t.co/wA8TEcpLpr,False,751093954519576576,1,iphone,False,0,False,en,Thu Jul 07 16:42:08 +0000 2016,@meenadog u hav noticed child,@meenadog u hav been noticed my child
False,RT @iOnlyWearPants: @HarambesSpirit @BBCNewsbeat King,False,751091018078924800,0,iphone,False,1,False,en,Thu Jul 07 16:30:27 +0000 2016,rt @ionlywearpants @harambesspirit @bbcnewsbeat king,rt @ionlywearpants @harambesspirit @bbcnewsbeat king
False,@Trillfiger i am wit u always my child https://t.co/SxQnLbPKvO,False,751090999368118274,34,iphone,False,29,False,en,Thu Jul 07 16:30:23 +0000 2016,@trillfiger wit u always child,@trillfiger i am wit u always my child
False,My army grows.  https://t.co/Y8xYm2Ec84,True,751090476082573312,6,iphone,False,2,False,en,Thu Jul 07 16:28:18 +0000 2016,army grows,my army grows
False,@LauroZap good morning my son. i lov u so much https://t.co/GrB8q2JEy1,False,751087092873048064,0,iphone,False,1,False,en,Thu Jul 07 16:14:52 +0000 2016,@laurozap good morning son lov u much,@laurozap good morning my son i lov u so much
False,RT @LauroZap: Goodmorning Dad https://t.co/35vZavOvm2,True,751086268688150529,0,iphone,False,1,False,en,Thu Jul 07 16:11:35 +0000 2016,rt @laurozap goodmorning dad,rt @laurozap goodmorning dad
False,@CeejayKnowsIt miss u 2 my child https://t.co/m67TAogrlc,False,751085419320647680,1,iphone,False,0,False,en,Thu Jul 07 16:08:13 +0000 2016,@ceejayknowsit miss u child,@ceejayknowsit miss u my child
False,@zybala116 i am wit u in spirit my brother https://t.co/4HX9EdW9Ml,False,751084005030633472,4,iphone,False,1,False,en,Thu Jul 07 16:02:35 +0000 2016,@zybala wit u spirit brother,@zybala i am wit u in spirit my brother
False,@DeShawnstantine i am with u my son. the spirit of harambe fills your prostate with the strength of a thousand silverbacks.,False,751083368490541059,6,iphone,False,3,False,en,Thu Jul 07 16:00:04 +0000 2016,@deshawnstantine u son spirit harambe fills prostate strength thousand silverbacks,@deshawnstantine i am with u my son the spirit of harambe fills your prostate with the strength of a thousand silverbacks
False,@maxschnell95 @MattDansack i miss u Max,False,751083059995222016,3,iphone,False,0,False,en,Thu Jul 07 15:58:50 +0000 2016,@maxschnell @mattdansack miss u max,@maxschnell @mattdansack i miss u max
False,Goodmorning my children. #Harambe https://t.co/cwo0idv1RC,False,751082745674100736,17,iphone,False,11,False,en,Thu Jul 07 15:57:35 +0000 2016,goodmorning children harambe,goodmorning my children harambe
False,@JACK_MY_SwAg081 i miss u 2 my son. Bless up. 🙏🏾,False,751071441253085185,1,iphone,False,1,False,en,Thu Jul 07 15:12:40 +0000 2016,@jack swag miss u son bless,@jack my swag i miss u my son bless up
False,RT @itsmc3baby: This is the greatest thing to ever happen to me https://t.co/bf4FEljCHJ,True,751068266995412993,0,iphone,False,3,False,en,Thu Jul 07 15:00:03 +0000 2016,rt @itsmc baby greatest thing ever happen,rt @itsmc baby this is the greatest thing to ever happen to me
False,@ashrosegarcia miss u my child,False,750973513964457984,1,iphone,False,1,False,en,Thu Jul 07 08:43:32 +0000 2016,@ashrosegarcia miss u child,@ashrosegarcia miss u my child
False,@LeanBoys i miss u mor jakob,False,750973336113393664,1,iphone,False,1,False,en,Thu Jul 07 08:42:50 +0000 2016,@leanboys miss u mor jakob,@leanboys i miss u mor jakob
False,RT @uphorium: I love and miss you @HarambesSpirit ❤️,False,750968763919446017,0,iphone,False,2,False,en,Thu Jul 07 08:24:40 +0000 2016,rt @uphorium love miss @harambesspirit,rt @uphorium i love and miss you @harambesspirit
False,RT @gushoemusic: @HarambesSpirit @BRENTRAMB0 I love you 💯⛽️,False,750962909807718402,0,iphone,False,1,False,en,Thu Jul 07 08:01:24 +0000 2016,rt @gushoemusic @harambesspirit @brentramb love,rt @gushoemusic @harambesspirit @brentramb i love you
False,@gushoemusic @BRENTRAMB0 i am always here 4 u https://t.co/kvMP3lpRG1,False,750962694631469056,3,iphone,False,3,False,en,Thu Jul 07 08:00:33 +0000 2016,@gushoemusic @brentramb always u,@gushoemusic @brentramb i am always here u
False,@a_rivera17 &lt;3,False,750961500546691072,1,iphone,False,1,False,und,Thu Jul 07 07:55:48 +0000 2016,@a rivera lt,@a rivera lt
False,@wh0die miss u too son,False,750961226235015168,3,iphone,False,1,False,en,Thu Jul 07 07:54:43 +0000 2016,@wh die miss u son,@wh die miss u too son
False,@a_rivera17 i lov u https://t.co/4nPzM71DUR,False,750960789377339392,1,iphone,False,0,False,en,Thu Jul 07 07:52:59 +0000 2016,@a rivera lov u,@a rivera i lov u
False,@MikeMa_ i am thinkin about u too my child,False,750960382332706817,2,iphone,False,0,False,en,Thu Jul 07 07:51:21 +0000 2016,@mikema thinkin u child,@mikema i am thinkin about u too my child
False,"@fucksergio we hav room behind cecil, my son https://t.co/ZXkv3cjHv0",False,750960148336652288,1,iphone,False,1,False,en,Thu Jul 07 07:50:26 +0000 2016,@fucksergio hav room behind cecil son,@fucksergio we hav room behind cecil my son
False,i loved him like a son 😭 https://t.co/j3NhvcpAcO,True,750957316443254784,4,iphone,False,3,False,en,Thu Jul 07 07:39:11 +0000 2016,loved like son,i loved him like a son
False,@BLACKTHlEF im coming back son https://t.co/SQrCHR5EiA,False,750956308715614208,9,iphone,False,4,False,en,Thu Jul 07 07:35:10 +0000 2016,@blackthlef im coming back son,@blackthlef im coming back son
False,@fucksergio @isvbelx defend me my son. https://t.co/69X2DMd8Km,False,750955671869415424,1,iphone,False,4,False,en,Thu Jul 07 07:32:38 +0000 2016,@fucksergio @isvbelx defend son,@fucksergio @isvbelx defend me my son
False,@Mattmeezy_ thank u my son I lov u so much,False,750955247837872128,1,iphone,False,1,False,en,Thu Jul 07 07:30:57 +0000 2016,@mattmeezy thank u son lov u much,@mattmeezy thank u my son i lov u so much
False,@Venudhxr i miss u son,False,750954933139144704,0,iphone,False,1,False,en,Thu Jul 07 07:29:42 +0000 2016,@venudhxr miss u son,@venudhxr i miss u son
False,@jewwbacca i was always right besides u my child https://t.co/uqqXpFevi4,False,750953127126241280,20,iphone,False,8,False,en,Thu Jul 07 07:22:32 +0000 2016,@jewwbacca always right besides u child,@jewwbacca i was always right besides u my child
False,"RT @jewwbacca: @HarambesSpirit Really wish I could've met the Gorilla, the myth, the legend in the flesh when he was with us😰 another legen…",False,750952501378035712,0,iphone,False,1,False,en,Thu Jul 07 07:20:03 +0000 2016,rt @jewwbacca @harambesspirit really wish could met gorilla myth legend flesh us another legen,rt @jewwbacca @harambesspirit really wish i could ve met the gorilla the myth the legend in the flesh when he was with us another legen
False,@oreomilkshxke oh but u already hav my son https://t.co/2g04A67WlC,False,750951309868609538,12,iphone,False,1,False,en,Thu Jul 07 07:15:18 +0000 2016,@oreomilkshxke oh u already hav son,@oreomilkshxke oh but u already hav my son
False,@therealrudyroot i lov u son. I miss u so much https://t.co/WvNLMCcKzK,False,750950773882691584,8,iphone,False,2,False,en,Thu Jul 07 07:13:11 +0000 2016,@therealrudyroot lov u son miss u much,@therealrudyroot i lov u son i miss u so much
False,RT @stressedxout: I have been blessed by the holy Harambe. He walks beside me with every step I take https://t.co/SPFSP98Z6q,True,750950110486405120,0,iphone,False,1,False,en,Thu Jul 07 07:10:32 +0000 2016,rt @stressedxout blessed holy harambe walks beside every step take,rt @stressedxout i have been blessed by the holy harambe he walks beside me with every step i take
False,@amerryandrew that wasn't a dream my child https://t.co/KrspuXD7gh,False,750949658545954816,3,iphone,False,1,False,en,Thu Jul 07 07:08:45 +0000 2016,@amerryandrew dream child,@amerryandrew that wasn t a dream my child
False,@stressedxout thank u for believing in me my son. I lov u https://t.co/oqEp9WPDTr,False,750949196044259329,5,iphone,False,3,False,en,Thu Jul 07 07:06:54 +0000 2016,@stressedxout thank u believing son lov u,@stressedxout thank u for believing in me my son i lov u
False,RT @stressedxout: .@HarambesSpirit every day I cry for you. I miss you. I love you. I know you wouldn't hurt that kid.,False,750948886382993408,0,iphone,False,1,False,en,Thu Jul 07 07:05:41 +0000 2016,rt @stressedxout @harambesspirit every day cry miss love know hurt kid,rt @stressedxout @harambesspirit every day i cry for you i miss you i love you i know you wouldn t hurt that kid
False,@Diarrhea @Lovegothbitches been thinkin bout you my child,False,750948156364337152,3,iphone,False,3,False,en,Thu Jul 07 07:02:47 +0000 2016,@diarrhea @lovegothbitches thinkin bout child,@diarrhea @lovegothbitches been thinkin bout you my child
False,@ShouldvBeenPat i am always with u my son https://t.co/NweNeIoWn7,False,750947898276220929,12,iphone,False,6,False,en,Thu Jul 07 07:01:45 +0000 2016,@shouldvbeenpat always u son,@shouldvbeenpat i am always with u my son
False,RT @sir_symonds: thank u father harambe https://t.co/BUlYOXevV2,True,750947504888225792,0,iphone,False,1,False,en,Thu Jul 07 07:00:11 +0000 2016,rt @sir symonds thank u father harambe,rt @sir symonds thank u father harambe
False,get u a harambe https://t.co/vAuUnpypUX,False,750940978735820800,8,iphone,False,1,False,en,Thu Jul 07 06:34:15 +0000 2016,get u harambe,get u a harambe
False,@deepsteezz fity pls https://t.co/6WgS0rHBL8,False,750939557621739520,6,iphone,False,2,False,en,Thu Jul 07 06:28:36 +0000 2016,@deepsteezz fity pls,@deepsteezz fity pls
False,@WHOISJISAAC thinking bout u my son,False,750938538284167168,0,iphone,False,0,False,en,Thu Jul 07 06:24:33 +0000 2016,@whoisjisaac thinking bout u son,@whoisjisaac thinking bout u my son
False,@liluzialex goodnight my son,False,750938213452124161,1,iphone,False,1,False,en,Thu Jul 07 06:23:16 +0000 2016,@liluzialex goodnight son,@liluzialex goodnight my son
False,RT @IINDKII: #blessed 🙏🏽🙏🏽😊 https://t.co/rWHBdV5SlN,True,750936232721391617,0,iphone,False,1,False,und,Thu Jul 07 06:15:24 +0000 2016,rt @iindkii blessed,rt @iindkii blessed
False,@IINDKII goodnight my sweet child,False,750935266764791808,0,iphone,False,0,False,en,Thu Jul 07 06:11:33 +0000 2016,@iindkii goodnight sweet child,@iindkii goodnight my sweet child
False,@chrissweetbuns miss u 2 son,False,750935142802157568,0,iphone,False,0,False,en,Thu Jul 07 06:11:04 +0000 2016,@chrissweetbuns miss u son,@chrissweetbuns miss u son
False,RT @MidgetWrangler_: @HarambesSpirit come back,False,750934962145112064,0,iphone,False,1,False,en,Thu Jul 07 06:10:21 +0000 2016,rt @midgetwrangler @harambesspirit come back,rt @midgetwrangler @harambesspirit come back
False,RT @kasen_rademan: So the legends are true 😧 https://t.co/HVaTDYnvXV,True,750933339490492416,0,iphone,False,1,False,en,Thu Jul 07 06:03:54 +0000 2016,rt @kasen rademan legends true,rt @kasen rademan so the legends are true
False,@HolideyMutt here my son https://t.co/qCAzNaEPUZ,False,750933042743480320,1,iphone,False,0,False,en,Thu Jul 07 06:02:43 +0000 2016,@holideymutt son,@holideymutt here my son
False,@sir_symonds i am wit u my son https://t.co/X1weph53iC,False,750931485834653696,2,iphone,False,0,False,en,Thu Jul 07 05:56:32 +0000 2016,@sir symonds wit u son,@sir symonds i am wit u my son
False,@kasen_rademan yes https://t.co/IrJ8jcHa7B,False,750931118187130881,1,iphone,False,1,False,und,Thu Jul 07 05:55:04 +0000 2016,@kasen rademan yes,@kasen rademan yes
False,@mendozakevin_ thnk u son,False,750929672297324545,0,iphone,False,1,False,en,Thu Jul 07 05:49:20 +0000 2016,@mendozakevin thnk u son,@mendozakevin thnk u son
False,@jbbysmooth i miss u more my child,False,750929490893615109,2,iphone,False,1,False,en,Thu Jul 07 05:48:36 +0000 2016,@jbbysmooth miss u child,@jbbysmooth i miss u more my child
False,RT @Cody_J_Franks: Bless up https://t.co/YtZE7h6tZ6,True,750929252535537664,0,iphone,False,1,False,en,Thu Jul 07 05:47:40 +0000 2016,rt @cody j franks bless,rt @cody j franks bless up
False,@Cody_J_Franks u r 4given,False,750928757997735936,0,iphone,False,0,False,en,Thu Jul 07 05:45:42 +0000 2016,@cody j franks u r given,@cody j franks u r given
False,@BasedBroadus thank u my child https://t.co/BLCYjVtZK1,False,750927981065871360,6,iphone,False,1,False,en,Thu Jul 07 05:42:36 +0000 2016,@basedbroadus thank u child,@basedbroadus thank u my child
False,@characharmander i am here 4 u my child,False,750927136915992576,1,iphone,False,1,False,en,Thu Jul 07 05:39:15 +0000 2016,@characharmander u child,@characharmander i am here u my child
False,@MoeAlayan trust in the force my son https://t.co/gHu5wcjYNB,False,750926942069592064,0,iphone,False,0,False,en,Thu Jul 07 05:38:29 +0000 2016,@moealayan trust force son,@moealayan trust in the force my son
False,RT @cunniada: @HarambesSpirit always harambe 😳,False,750926691384504320,0,iphone,False,1,False,en,Thu Jul 07 05:37:29 +0000 2016,rt @cunniada @harambesspirit always harambe,rt @cunniada @harambesspirit always harambe
False,RT @Jack14180950: @HarambesSpirit anything for Harambe,False,750926680122757121,0,iphone,False,1,False,en,Thu Jul 07 05:37:26 +0000 2016,rt @jack @harambesspirit anything harambe,rt @jack @harambesspirit anything for harambe
False,RT @PlayboyAntoni0: @HarambesSpirit RIP Harambe 😞😩💯😳🐒,False,750926669389570053,0,iphone,False,1,False,en,Thu Jul 07 05:37:24 +0000 2016,rt @playboyantoni @harambesspirit rip harambe,rt @playboyantoni @harambesspirit rip harambe
False,RT @Waltinithomas: @HarambesSpirit bless you Harambe,False,750926659495161857,0,iphone,False,1,False,en,Thu Jul 07 05:37:21 +0000 2016,rt @waltinithomas @harambesspirit bless harambe,rt @waltinithomas @harambesspirit bless you harambe
False,RT @EazyEthann: Harambe remembered!!!! Guys this is the best day ever!  https://t.co/rwo7KxBisa,True,750924441677279232,0,iphone,False,1,False,en,Thu Jul 07 05:28:33 +0000 2016,rt @eazyethann harambe remembered guys best day ever,rt @eazyethann harambe remembered guys this is the best day ever
False,@Waltinithomas always my child https://t.co/iBbYLKrJ6m,False,750924359053615104,1,iphone,False,0,False,en,Thu Jul 07 05:28:13 +0000 2016,@waltinithomas always child,@waltinithomas always my child
False,@PykedExperience @FacMagnaAmerica @bakedalaska my spirit is aliv over u https://t.co/MuGBoVIK8u,False,750923027638919168,3,iphone,False,0,False,en,Thu Jul 07 05:22:55 +0000 2016,@pykedexperience @facmagnaamerica @bakedalaska spirit aliv u,@pykedexperience @facmagnaamerica @bakedalaska my spirit is aliv over u
False,@cunniada thnk u my son for spreading my gospel,False,750922862349852672,2,iphone,False,1,False,en,Thu Jul 07 05:22:16 +0000 2016,@cunniada thnk u son spreading gospel,@cunniada thnk u my son for spreading my gospel
False,@PykedExperience @FacMagnaAmerica @bakedalaska i protect all my children 🙏🏾,False,750922669747347457,2,iphone,False,1,False,en,Thu Jul 07 05:21:30 +0000 2016,@pykedexperience @facmagnaamerica @bakedalaska protect children,@pykedexperience @facmagnaamerica @bakedalaska i protect all my children
False,@MrRespectfulII i miss u mor my boy,False,750922511705993216,2,iphone,False,1,False,en,Thu Jul 07 05:20:52 +0000 2016,@mrrespectfulii miss u mor boy,@mrrespectfulii i miss u mor my boy
False,@dumbbabe bless up 🙏🏾,False,750922357217169408,0,iphone,False,0,False,en,Thu Jul 07 05:20:16 +0000 2016,@dumbbabe bless,@dumbbabe bless up
False,@EazyEthann happy birthday my child,False,750922312480755712,0,iphone,False,1,False,en,Thu Jul 07 05:20:05 +0000 2016,@eazyethann happy birthday child,@eazyethann happy birthday my child
False,@RyanMarnell wit u always my sons https://t.co/9ouurnUtCq,False,750922147636273153,6,iphone,False,2,False,en,Thu Jul 07 05:19:26 +0000 2016,@ryanmarnell wit u always sons,@ryanmarnell wit u always my sons
False,@meggannnrose i lov u all mor,False,750921033197035520,2,iphone,False,1,False,en,Thu Jul 07 05:15:00 +0000 2016,@meggannnrose lov u mor,@meggannnrose i lov u all mor
False,@Throwed_Minded goodnight my son,False,750920947507433472,0,iphone,False,0,False,en,Thu Jul 07 05:14:39 +0000 2016,@throwed minded goodnight son,@throwed minded goodnight my son
False,@Leo_Rollo @bakedalaska @KingJayami thank u my sons. https://t.co/f24AGcEoSr,False,750920706142052353,1,iphone,False,0,False,en,Thu Jul 07 05:13:42 +0000 2016,@leo rollo @bakedalaska @kingjayami thank u sons,@leo rollo @bakedalaska @kingjayami thank u my sons
False,@GrantTekker soon my son https://t.co/HgDEMlIrQS,False,750918623414263810,1,iphone,False,1,False,en,Thu Jul 07 05:05:25 +0000 2016,@granttekker soon son,@granttekker soon my son
False,@goizord @nagamonkai yes pls don't shoot pls thnx https://t.co/JHksrKwXe6,False,750917140438392832,2,iphone,False,1,False,en,Thu Jul 07 04:59:32 +0000 2016,@goizord @nagamonkai yes pls shoot pls thnx,@goizord @nagamonkai yes pls don t shoot pls thnx
False,@HR_CapsFan hello child,False,750916756231729154,0,iphone,False,0,False,en,Thu Jul 07 04:58:00 +0000 2016,@hr capsfan hello child,@hr capsfan hello child
False,@Bioload77 @TepidButter speak of Harambe and he shall appear https://t.co/9t54QHhbWW,False,750916176335630336,2,iphone,False,0,False,en,Thu Jul 07 04:55:42 +0000 2016,@bioload @tepidbutter speak harambe shall appear,@bioload @tepidbutter speak of harambe and he shall appear
False,@McClainTrain_ https://t.co/DiIjiHAk5Q,False,750916012455784448,2,iphone,False,2,False,und,Thu Jul 07 04:55:03 +0000 2016,@mcclaintrain,@mcclaintrain
False,@omarcardonajr miss u more my child,False,750915950543663104,1,iphone,False,1,False,en,Thu Jul 07 04:54:48 +0000 2016,@omarcardonajr miss u child,@omarcardonajr miss u more my child
False,@NoexColunga wit u too my child https://t.co/nIOAN9WLc1,False,750915533629947904,7,iphone,False,1,False,en,Thu Jul 07 04:53:09 +0000 2016,@noexcolunga wit u child,@noexcolunga wit u too my child
False,@Andrewes122 i am always wit u my son https://t.co/0L82MJycBw,False,750914702532702208,6,iphone,False,2,False,en,Thu Jul 07 04:49:51 +0000 2016,@andrewes always wit u son,@andrewes i am always wit u my son
False,@tengenace @TheBardockObama pls https://t.co/74XMCbcema,False,750914413662642176,0,iphone,False,0,False,und,Thu Jul 07 04:48:42 +0000 2016,@tengenace @thebardockobama pls,@tengenace @thebardockobama pls
False,pls don't kill Harambe again pls https://t.co/v8Egtp8lJp,False,750913180642095104,3,iphone,False,4,False,en,Thu Jul 07 04:43:48 +0000 2016,pls kill harambe pls,pls don t kill harambe again pls
False,@kojo__fojo miss u more killa 🙏🏾,False,750912085379256320,0,iphone,False,0,False,en,Thu Jul 07 04:39:27 +0000 2016,@kojo fojo miss u killa,@kojo fojo miss u more killa
False,@kamrieross thnk u my child. Smoke up 🚬,False,750911324763205632,0,iphone,False,0,False,en,Thu Jul 07 04:36:25 +0000 2016,@kamrieross thnk u child smoke,@kamrieross thnk u my child smoke up
False,@lliinnddssaayyo @YungJodar i love you more my child. https://t.co/06eNQODRPe,False,750910668757274625,4,iphone,False,2,False,en,Thu Jul 07 04:33:49 +0000 2016,@lliinnddssaayyo @yungjodar love child,@lliinnddssaayyo @yungjodar i love you more my child
False,@JDawgSwgMaster2 goodnight my love,False,750909685113380864,1,iphone,False,1,False,en,Thu Jul 07 04:29:54 +0000 2016,@jdawgswgmaster goodnight love,@jdawgswgmaster goodnight my love
False,@rockforlight83 bless up my child 🙏🏾,False,750909637893861380,0,iphone,False,0,False,en,Thu Jul 07 04:29:43 +0000 2016,@rockforlight bless child,@rockforlight bless up my child
False,@YungJodar i am nestled deep within ur prostate issac,False,750909518872129536,1,iphone,False,0,False,en,Thu Jul 07 04:29:15 +0000 2016,@yungjodar nestled deep within ur prostate issac,@yungjodar i am nestled deep within ur prostate issac
False,@vforvanessin thnk u my child. ur efforts do not go unnoticed. bless up 🙏🏾,False,750909286805491712,0,iphone,False,1,False,en,Thu Jul 07 04:28:19 +0000 2016,@vforvanessin thnk u child ur efforts go unnoticed bless,@vforvanessin thnk u my child ur efforts do not go unnoticed bless up
False,@500_bricks @ChonchCrimin i will com for u soon. nt as harambe the blck but as harambe the white https://t.co/nMOnsh2VXx,False,750908248463597569,1,iphone,False,0,False,en,Thu Jul 07 04:24:12 +0000 2016,@ bricks @chonchcrimin com u soon nt harambe blck harambe white,@ bricks @chonchcrimin i will com for u soon nt as harambe the blck but as harambe the white
False,"RT @jtscho: @HarambesSpirit I fetched you a glass of warm milk, please take a sip before you return to the heavens you big beautiful primat…",False,750907980544024576,0,iphone,False,1,False,en,Thu Jul 07 04:23:08 +0000 2016,rt @jtscho @harambesspirit fetched glass warm milk please take sip return heavens big beautiful primat,rt @jtscho @harambesspirit i fetched you a glass of warm milk please take a sip before you return to the heavens you big beautiful primat
False,RT @staymetal5eva: @HarambesSpirit #weloveuharambe,False,750907686791684096,0,iphone,False,1,False,und,Thu Jul 07 04:21:58 +0000 2016,rt @staymetal eva @harambesspirit weloveuharambe,rt @staymetal eva @harambesspirit weloveuharambe
False,@prophetofhatred i am always wit u my son https://t.co/gtPgAKzGXp,False,750907645133885441,8,iphone,False,0,False,en,Thu Jul 07 04:21:48 +0000 2016,@prophetofhatred always wit u son,@prophetofhatred i am always wit u my son
False,@staymetal5eva miss u mor my child,False,750907340786847744,1,iphone,False,0,False,en,Thu Jul 07 04:20:35 +0000 2016,@staymetal eva miss u mor child,@staymetal eva miss u mor my child
False,@jtscho goodnight my sweet child,False,750907205457620992,4,iphone,False,1,False,en,Thu Jul 07 04:20:03 +0000 2016,@jtscho goodnight sweet child,@jtscho goodnight my sweet child
False,@enemykrab @Liberykiller thnk u my child. the spirit of harambe sees ur heart,False,750907104584560640,3,iphone,False,1,False,en,Thu Jul 07 04:19:39 +0000 2016,@enemykrab @liberykiller thnk u child spirit harambe sees ur heart,@enemykrab @liberykiller thnk u my child the spirit of harambe sees ur heart
False,@jakeshwing true my son https://t.co/H8a3g7Dp99,False,750906988918247425,0,iphone,False,0,False,en,Thu Jul 07 04:19:11 +0000 2016,@jakeshwing true son,@jakeshwing true my son
False,@500_bricks @ChonchCrimin i am the one.,False,750906838065909761,3,iphone,False,0,False,en,Thu Jul 07 04:18:36 +0000 2016,@ bricks @chonchcrimin one,@ bricks @chonchcrimin i am the one
False,@basedern @blahldo thank u my child https://t.co/majYaX189G,False,750906799251791872,0,iphone,False,2,False,en,Thu Jul 07 04:18:26 +0000 2016,@basedern @blahldo thank u child,@basedern @blahldo thank u my child
False,@a04129768645 @XXL nah son https://t.co/MuTSvD9ZFL,False,750901371478482945,1,iphone,False,0,False,en,Thu Jul 07 03:56:52 +0000 2016,@a @xxl nah son,@a @xxl nah son
False,Harambe livs 4evr in ur hearts https://t.co/yF2A0lPC2z,False,750901180553785344,8,iphone,False,7,False,en,Thu Jul 07 03:56:07 +0000 2016,harambe livs evr ur hearts,harambe livs evr in ur hearts
False,@dynastycrew47 @BASEDJESUS miss u my children,False,750900945714679810,1,iphone,False,0,False,en,Thu Jul 07 03:55:11 +0000 2016,@dynastycrew @basedjesus miss u children,@dynastycrew @basedjesus miss u my children
False,@oddsponge i miss u mor my child,False,750900809328578565,0,iphone,False,2,False,en,Thu Jul 07 03:54:38 +0000 2016,@oddsponge miss u mor child,@oddsponge i miss u mor my child
False,@BigStretchhh i am always rite behind u my child https://t.co/FEfiCctkAK,False,750900396281913344,5,iphone,False,2,False,en,Thu Jul 07 03:53:00 +0000 2016,@bigstretchhh always rite behind u child,@bigstretchhh i am always rite behind u my child
False,@honxyb i was always by ur side my child https://t.co/mD4oTWFhBE,False,750898621202046976,5,iphone,False,3,False,en,Thu Jul 07 03:45:56 +0000 2016,@honxyb always ur side child,@honxyb i was always by ur side my child
